"host_state";"host";"host_icons";"num_services_ok";"num_services_warn";"num_services_unknown";"num_services_crit";"num_services_pending";"sitealias"
"UP";"tifa.psu.ac.th";"NOT_CSV_EXPORTABLE";"2";"0";"0";"0";"0";"PSU HDY"
"UP";"TRG-ISP-Link";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"TRG-UniNet";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"ufw-40g";"NOT_CSV_EXPORTABLE";"14";"1";"2";"2";"0";"PSU HDY"
"UP";"uisp";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"Uninet";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"unms.psu.ac.th";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"vcenter-hci.in.psu.ac.th";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"vcenter-wifi";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"vcenter-wifi-192.168.106.104";"NOT_CSV_EXPORTABLE";"22";"8";"0";"0";"0";"PSU HDY"
"UP";"vcenter.psu.ac.th";"NOT_CSV_EXPORTABLE";"366";"27";"28";"0";"0";"PSU HDY"
"UP";"VDOM-PSU";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"VMserver_for_Aruba_R200";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"vs14";"NOT_CSV_EXPORTABLE";"1";"1";"0";"1";"0";"PSU HDY"
"UP";"WiCon-Icarus";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"WiCon-Rigel_Redundancy_mgmt";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wireless_controller1_internal_IP";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-ACC";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Agi";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Agi_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-ASB_1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-ASB_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-BizMall";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-CC";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-CC-Aruba";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-CLIB3";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-CLIB4";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-CLIB5";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-CLIB7";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm1_1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm1_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm1_3";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm1_4";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm2_1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm2_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm2_3";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm2_4";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm5_1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm5_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm5_3";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm6_1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm6_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm6_3";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm7_1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm7_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm7_3";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm12";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm13";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm14";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm15_1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm15_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm15_3";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm15_4";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm34_1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm34_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm34_3";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm34_4";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm34_5";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm34_6";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Dorm-office";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-DormOff-F";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Econ";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Env";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-FMS_1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-FMS_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-ICC";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-ICC-TC1C";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-ICC-TC3C";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-ICC-TC11";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"DOWN";"wisw-ICC-TC12";"NOT_CSV_EXPORTABLE";"0";"0";"0";"1";"0";"PSU HDY"
"UP";"wisw-ICC-TC21";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-ICC-TC31";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"DOWN";"wisw-ICC-TC32_1";"NOT_CSV_EXPORTABLE";"0";"0";"0";"1";"0";"PSU HDY"
"UP";"wisw-ICC-TC32_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-LCB";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-LibArts";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-LowerField";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-LRC8";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-LRC10A";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-LRC10B";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-LRC11A";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-LRC11B";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-LRC14A";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-LRC-1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-LRC-F";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-NTR";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Nur";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Nur_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-PSO_1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-PSO_2";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-PSU-Hist";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-PSU-WiFi";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-RCG-PK";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-RegOff";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-RongChang_1";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Rx";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-SAB";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Sport-F";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Spx-dp00";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"wisw-Spx-dp01";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"WLC";"NOT_CSV_EXPORTABLE";"551";"1";"0";"9";"0";"PSU HDY"
"UP";"www.facebook.com";"NOT_CSV_EXPORTABLE";"2";"0";"0";"0";"0";"PSU HDY"
"UP";"www.google.com";"NOT_CSV_EXPORTABLE";"2";"0";"0";"0";"0";"PSU HDY"
"UP";"www.psu.ac.th";"NOT_CSV_EXPORTABLE";"1";"0";"0";"2";"0";"PSU HDY"
"UP";"yuffie.psu.ac.th";"NOT_CSV_EXPORTABLE";"2";"0";"0";"0";"0";"PSU HDY"
"UP";"Zabbix_server";"NOT_CSV_EXPORTABLE";"1";"0";"0";"0";"0";"PSU HDY"
"UP";"zoom.us";"NOT_CSV_EXPORTABLE";"2";"0";"0";"0";"0";"PSU HDY"
